,total_score,total_letter_metric,total_position_metric,first_word,first_word_score,first_word_letter_metric,first_word_position_metric,second_word,second_word_score,second_word_letter_metric,second_word_position_metric
5,3.1827238631036745,"[0.00023441162681669012, 0.02766057196436941, 0.19221753398968772, 0.44889826535397376, 0.29207688701360174, 0.038912330051570604]","[0.5567276136896555, 0.3047351148617035, 0.1127519924988273, 0.023206751054852315, 0.002109704641350211, 0.00046882325363338024]",arose,1.976793248945186,"[0.049695264885138465, 0.24894514767932902, 0.44327238631037297, 0.22995780590717635, 0.0278949835911861, 0.00023441162681669012]","[0.7037037037037261, 0.21776840131270797, 0.06774496015002364, 0.00984528832630099, 0.0007032348804500703, 0.00023441162681669012]",unlit,1.2059306141584856,"[0.22948898265354295, 0.4256915142991205, 0.28199718706048366, 0.05789967182372271, 0.004453820909517112, 0.00046882325363338024]","[0.8019221753399233, 0.17651195499296884, 0.018049695264885153, 0.003047351148616971, 0.00023441162681669012, 0.00023441162681669012]"
93,3.1810829817159543,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4313173933427213, 0.39568682606658295, 0.13713080168776332, 0.02977027660571961, 0.005625879043600562, 0.00046882325363338024]",leaps,1.812541022034724,"[0.0766526019690577, 0.33169245194562397, 0.38677918424754837, 0.17510548523206865, 0.028598218471636166, 0.0011720581340834506]","[0.5206282231598838, 0.3642756680731452, 0.09423347398030912, 0.0192217533989686, 0.0014064697609001407, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
187,3.1807782466010925,"[0.0039849976558837315, 0.04500703234880461, 0.21003281762775688, 0.40412564463198414, 0.28223159868730036, 0.05461790904828901]","[0.3185654008438888, 0.4125644631973853, 0.21284575714955728, 0.049695264885138465, 0.005860290670417252, 0.00046882325363338024]",dotes,1.7533286451008279,"[0.08673230192217518, 0.34341303328645895, 0.39076418190343226, 0.16455696202531717, 0.014299109235818118, 0.00023441162681669012]","[0.44303797468355627, 0.3832630098452979, 0.1441631504922643, 0.026488513830285963, 0.002812939521800281, 0.00023441162681669012]",april,1.427449601500261,"[0.1434599156118142, 0.4144397562119189, 0.34481950304735914, 0.09095171120487552, 0.006094702297233942, 0.00023441162681669012]","[0.77871542428507, 0.1964369432723883, 0.02180028129395218, 0.002812939521800281, 0.0, 0.00023441162681669012]"
94,3.1803094233474596,"[0.002578527894983591, 0.04031879981247076, 0.2039381153305227, 0.4282700421941042, 0.27355836849508247, 0.051336146272855314]","[0.3586497890295444, 0.39006094702298216, 0.19010782934833742, 0.0518049695264887, 0.008673230192217536, 0.0007032348804500703]",males,1.8117674636662289,"[0.07735583684950775, 0.33333333333334086, 0.39685888420066645, 0.16549460853258396, 0.026254102203469274, 0.0007032348804500703]","[0.4406938584153893, 0.3666197843413122, 0.1526019690576655, 0.035396155649320214, 0.004453820909517112, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
66,3.179653070792372,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4880450070323626, 0.3183309892170721, 0.142053445850914, 0.04008438818565407, 0.010314111579934372, 0.0011720581340834506]",store,1.8401781528364136,"[0.07477730895452421, 0.2991092358181027, 0.40811064228786803, 0.18940459446788732, 0.028363806844819477, 0.00023441162681669012]","[0.6781528363807059, 0.24214721050164473, 0.06469760900140673, 0.011720581340834518, 0.003047351148616971, 0.00023441162681669012]",plain,1.339474917955956,"[0.17838724800750244, 0.4289732770745543, 0.3101265822784876, 0.0750117205813409, 0.007266760431317392, 0.00023441162681669012]","[0.7027660571964593, 0.2522269104547628, 0.03867791842475391, 0.005391467416783872, 0.0007032348804500703, 0.00023441162681669012]"
19,3.179395218002874,"[0.0039849976558837315, 0.04500703234880461, 0.21003281762775688, 0.40412564463198414, 0.28223159868730036, 0.05461790904828901]","[0.3260665729020232, 0.4160806375996358, 0.1987810595405553, 0.051336146272855314, 0.007032348804500702, 0.0007032348804500703]",dears,1.9227144866385715,"[0.07196436943272398, 0.28551336146273415, 0.39428035630568276, 0.21026722925457358, 0.03703703703703706, 0.0009376465072667605]","[0.49789029535866397, 0.3799812470698641, 0.10009376465072627, 0.01851851851851853, 0.003281762775433661, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
20,3.17709798406007,"[0.0039849976558837315, 0.04500703234880461, 0.21003281762775688, 0.40412564463198414, 0.28223159868730036, 0.05461790904828901]","[0.33849038912330826, 0.4146741678387356, 0.18635724331927023, 0.05344585091420555, 0.006563525550867322, 0.00046882325363338024]",reads,1.920417252695768,"[0.07196436943272398, 0.28551336146273415, 0.39428035630568276, 0.21026722925457358, 0.03703703703703706, 0.0009376465072667605]","[0.5161744022503665, 0.3654477262072287, 0.09657759024847598, 0.01898734177215191, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
96,3.1765822784810736,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4303797468354545, 0.4254571026723038, 0.12212845757149472, 0.0192217533989686, 0.002344116268166901, 0.00046882325363338024]",pleas,1.8080403187998437,"[0.0766526019690577, 0.33169245194562397, 0.38677918424754837, 0.17510548523206865, 0.028598218471636166, 0.0011720581340834506]","[0.5295358649789184, 0.3797468354430474, 0.08110642287857472, 0.008438818565400845, 0.0009376465072667605, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
120,3.176324425691575,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.4676511954993097, 0.3640412564463285, 0.13619315518049652, 0.029067041725269544, 0.002344116268166901, 0.0007032348804500703]",rinse,1.7939756211908429,"[0.07032348804500718, 0.3248945147679397, 0.4102203469292183, 0.16947960618846786, 0.023909985935302382, 0.0011720581340834506]","[0.6758087201125389, 0.2669948429442149, 0.05203938115330539, 0.004922644163150492, 0.0, 0.00023441162681669012]",plato,1.3823488045007304,"[0.1528363806844822, 0.4369432723863221, 0.3277074542897401, 0.07524613220815758, 0.007032348804500702, 0.00023441162681669012]","[0.7013595874355592, 0.2538677918424797, 0.03961556493202068, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]"
4,3.1751289263948124,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.27777777777778306, 0.40506329113925094, 0.23628691983122724, 0.06540084388185678, 0.014064697609001427, 0.0014064697609001407]",tears,1.980285982184752,"[0.06258790436005655, 0.272386310360999, 0.40060947022973364, 0.21823722456634137, 0.04500703234880461, 0.0011720581340834506]","[0.4899203000468962, 0.38490389123301477, 0.10314111579934318, 0.01875293014533522, 0.003047351148616971, 0.00023441162681669012]",doily,1.1948429442100557,"[0.22550398499765906, 0.46249413970934233, 0.2555086732301966, 0.05250820440693878, 0.003750586029067041, 0.00023441162681669012]","[0.6111111111111298, 0.312939521800288, 0.06563525550867347, 0.009376465072667609, 0.0007032348804500703, 0.00023441162681669012]"
199,3.174285044538274,"[0.00023441162681669012, 0.02766057196436941, 0.19221753398968772, 0.44889826535397376, 0.29207688701360174, 0.038912330051570604]","[0.5600093764650893, 0.362869198312245, 0.06962025316455712, 0.006329113924050632, 0.0007032348804500703, 0.00046882325363338024]",eosin,1.745804031880013,"[0.0581340834505394, 0.3541959681200271, 0.4191279887482529, 0.1526019690576655, 0.015471167369901572, 0.00046882325363338024]","[0.7165963431786446, 0.2569151429910968, 0.023909985935302382, 0.002109704641350211, 0.00023441162681669012, 0.00023441162681669012]",ultra,1.428481012658255,"[0.1418190342240973, 0.40693858415378453, 0.3579465541490943, 0.08907641819034204, 0.0039849976558837315, 0.00023441162681669012]","[0.8014533520862899, 0.18565400843882013, 0.011720581340834518, 0.0009376465072667605, 0.0, 0.00023441162681669012]"
23,3.172644163150556,"[0.0007032348804500703, 0.03305203938115329, 0.1992498827941887, 0.45264885138304095, 0.27660571964369957, 0.03774027191748714]","[0.424519456165037, 0.34294421003282555, 0.16947960618846786, 0.05461790904828901, 0.007735583684950772, 0.0007032348804500703]",slate,1.9061415846226315,"[0.06047819971870633, 0.29770276605720253, 0.40436005625880084, 0.2027660571964392, 0.03352086263478667, 0.0011720581340834506]","[0.6043131739334455, 0.2979371776840192, 0.07876230661040787, 0.016877637130801707, 0.0018752930145335208, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
109,3.170815752461385,"[0.0039849976558837315, 0.03609939052977029, 0.19198312236287102, 0.4287388654477376, 0.29324894514768524, 0.04594467885607138]","[0.5501640881387879, 0.3164556962025385, 0.10478199718705998, 0.023206751054852315, 0.004453820909517112, 0.0009376465072667605]",scale,1.8022737927801542,"[0.06985466479137381, 0.3260665729020232, 0.40576652601970103, 0.17416783872480185, 0.023675574308485693, 0.00046882325363338024]","[0.6472105016409015, 0.2698077824660153, 0.06962025316455712, 0.011486169714017827, 0.0016408813877168307, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
21,3.1690342240975755,"[0.0039849976558837315, 0.04500703234880461, 0.21003281762775688, 0.40412564463198414, 0.28223159868730036, 0.05461790904828901]","[0.4240506329114036, 0.33473980309424106, 0.17416783872480185, 0.056727613689639245, 0.009142053445850918, 0.0011720581340834506]",rased,1.9123534927332733,"[0.07196436943272398, 0.28551336146273415, 0.39428035630568276, 0.21026722925457358, 0.03703703703703706, 0.0009376465072667605]","[0.6090014064697795, 0.2658227848101314, 0.0979840600093761, 0.02437880918893576, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
136,3.1678856071261743,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.5185185185185335, 0.34270979840600885, 0.11087669948429381, 0.02461322081575245, 0.002578527894983591, 0.0007032348804500703]",resin,1.7855368026254417,"[0.07032348804500718, 0.3248945147679397, 0.4102203469292183, 0.16947960618846786, 0.023909985935302382, 0.0011720581340834506]","[0.7468354430379989, 0.20979840600094019, 0.038209095171120526, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]",plato,1.3823488045007304,"[0.1528363806844822, 0.4369432723863221, 0.3277074542897401, 0.07524613220815758, 0.007032348804500702, 0.00023441162681669012]","[0.7013595874355592, 0.2538677918424797, 0.03961556493202068, 0.004453820909517112, 0.00046882325363338024, 0.00023441162681669012]"
25,3.1674636661979054,"[0.004219409282700422, 0.04195968120018761, 0.21120487576184038, 0.4149085794655523, 0.28363806844820055, 0.04406938584153784]","[0.2991092358181027, 0.4289732770745543, 0.21518987341772428, 0.05203938115330539, 0.004219409282700422, 0.00046882325363338024]",lanes,1.900750117205848,"[0.06047819971870633, 0.3042662916080701, 0.4153774027191857, 0.19362400375058791, 0.025785278949835896, 0.00046882325363338024]","[0.4402250351617559, 0.3708391936240128, 0.146741678387248, 0.03961556493202068, 0.002344116268166901, 0.00023441162681669012]",orbit,1.2667135489920547,"[0.1969057665260217, 0.4369432723863221, 0.29676511954993573, 0.06563525550867347, 0.003516174402250351, 0.00023441162681669012]","[0.7848101265823042, 0.19151429910923762, 0.02203469292076887, 0.0014064697609001407, 0.0, 0.00023441162681669012]"
26,3.167182372245727,"[0.0007032348804500703, 0.03305203938115329, 0.1992498827941887, 0.45264885138304095, 0.27660571964369957, 0.03774027191748714]","[0.45405532114394115, 0.33028598218472377, 0.16104078762306667, 0.04664791373652146, 0.006563525550867322, 0.0014064697609001407]",stale,1.9006797937178026,"[0.06047819971870633, 0.29770276605720253, 0.40436005625880084, 0.2027660571964392, 0.03352086263478667, 0.0011720581340834506]","[0.6481481481481683, 0.2613689639006141, 0.07571495546179095, 0.011954992967651209, 0.002578527894983591, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
114,3.166455696202593,"[0.002578527894983591, 0.04031879981247076, 0.2039381153305227, 0.4282700421941042, 0.27355836849508247, 0.051336146272855314]","[0.40295358649790064, 0.4149085794655523, 0.1427566807313641, 0.03328645100796998, 0.005391467416783872, 0.0007032348804500703]",meals,1.7979137365213624,"[0.07735583684950775, 0.33333333333334086, 0.39685888420066645, 0.16549460853258396, 0.026254102203469274, 0.0007032348804500703]","[0.488513830285996, 0.38771683075481517, 0.10314111579934318, 0.018284106891701842, 0.002109704641350211, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
115,3.1650726676043757,"[0.003750586029067041, 0.038209095171120526, 0.1985466479137386, 0.4341303328645217, 0.28082512892640016, 0.04453820909517123]","[0.4120956399437519, 0.40764181903423463, 0.1425222691045474, 0.03047351148616968, 0.006563525550867322, 0.0007032348804500703]",heals,1.7965307079231447,"[0.06704172526957358, 0.34294421003282555, 0.40389123300516744, 0.16408813877168377, 0.0213314580403188, 0.0007032348804500703]","[0.49929676511956417, 0.3795124238162307, 0.09939052977027621, 0.01875293014533522, 0.002812939521800281, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
118,3.162728551336208,"[0.004219409282700422, 0.04195968120018761, 0.21120487576184038, 0.4149085794655523, 0.28363806844820055, 0.04406938584153784]","[0.34341303328645895, 0.39639006094703305, 0.1983122362869219, 0.05391467416783893, 0.007266760431317392, 0.0007032348804500703]",bales,1.7941865916549766,"[0.08087201125175804, 0.34013127051102515, 0.39029535864979886, 0.16408813877168377, 0.023909985935302382, 0.0007032348804500703]","[0.4247538677918537, 0.3755274261603468, 0.15869667135489968, 0.03680262541022037, 0.0039849976558837315, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
24,3.1624472573840294,"[0.00023441162681669012, 0.034692920768870136, 0.2048757618377895, 0.45686826066574154, 0.2665260196905815, 0.03680262541022037]","[0.3070792311298705, 0.45475855602439125, 0.2018284106891724, 0.03141115799343644, 0.004453820909517112, 0.00046882325363338024]",aeons,1.9034692920769243,"[0.047116736990154846, 0.29043600562588484, 0.45452414439757455, 0.19127988748242092, 0.01640881387716833, 0.00023441162681669012]","[0.481481481481495, 0.412798874824202, 0.09728082512892604, 0.007969995311767463, 0.00023441162681669012, 0.00023441162681669012]",lurid,1.2589779653071045,"[0.18330989217065313, 0.4749179559306274, 0.27848101265823316, 0.060243788091889634, 0.002812939521800281, 0.00023441162681669012]","[0.7083919362400601, 0.24941397093296241, 0.03750586029067045, 0.0039849976558837315, 0.00046882325363338024, 0.00023441162681669012]"
28,3.160431317393406,"[0.0007032348804500703, 0.03305203938115329, 0.1992498827941887, 0.45264885138304095, 0.27660571964369957, 0.03774027191748714]","[0.45991561181435864, 0.3626347866854283, 0.1427566807313641, 0.029535864978902922, 0.004453820909517112, 0.0007032348804500703]",least,1.893928738865482,"[0.06047819971870633, 0.29770276605720253, 0.40436005625880084, 0.2027660571964392, 0.03352086263478667, 0.0011720581340834506]","[0.6760431317393556, 0.2644163150492312, 0.05250820440693878, 0.005157055789967182, 0.0016408813877168307, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
126,3.1598687294890437,"[0.002578527894983591, 0.04031879981247076, 0.2039381153305227, 0.4282700421941042, 0.27355836849508247, 0.051336146272855314]","[0.4364744491326887, 0.39568682606658295, 0.1418190342240973, 0.02437880918893576, 0.0011720581340834506, 0.00046882325363338024]",salem,1.7913267698078132,"[0.07735583684950775, 0.33333333333334086, 0.39685888420066645, 0.16549460853258396, 0.026254102203469274, 0.0007032348804500703]","[0.5218002812939673, 0.3729488982653631, 0.09681200187529267, 0.007969995311767463, 0.00023441162681669012, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
128,3.1588138771683685,"[0.003281762775433661, 0.04008438818565407, 0.199015471167372, 0.4212376933896032, 0.28105954055321686, 0.05532114392873909]","[0.5527426160337716, 0.34927332395687644, 0.08368495077355827, 0.012892639474917972, 0.0009376465072667605, 0.00046882325363338024]",lapse,1.7902719174871382,"[0.0766526019690577, 0.33169245194562397, 0.38677918424754837, 0.17510548523206865, 0.028598218471636166, 0.0011720581340834506]","[0.6617440225035369, 0.28691983122363435, 0.046882325363338154, 0.004219409282700422, 0.0, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
22,3.1586732301922797,"[0.003750586029067041, 0.038209095171120526, 0.1985466479137386, 0.4341303328645217, 0.28082512892640016, 0.04453820909517123]","[0.436240037505872, 0.40482887951243424, 0.13502109704641302, 0.021097046413502112, 0.002344116268166901, 0.00046882325363338024]",aisle,1.9075011720581705,"[0.05157055789967201, 0.28832630098453454, 0.4256915142991205, 0.2086263478668567, 0.025550867323019207, 0.00023441162681669012]","[0.6612751992499035, 0.29559306141585223, 0.04008438818565407, 0.002812939521800281, 0.0, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
161,3.158110642287919,"[0.0, 0.03563056727613691, 0.22737927801219265, 0.4275668073136541, 0.2691045475855652, 0.04031879981247076]","[0.3230192217534061, 0.38818565400844857, 0.1997187060478221, 0.07524613220815758, 0.01242381622128459, 0.0014064697609001407]",lures,1.7666666666666986,"[0.07594936708860764, 0.33028598218472377, 0.4313173933427213, 0.1486169714017816, 0.013361462728551354, 0.00046882325363338024]","[0.45639943741210814, 0.38935771214253206, 0.13291139240506272, 0.019690576652601977, 0.0014064697609001407, 0.00023441162681669012]",patio,1.3914439756212211,"[0.11415846225972741, 0.4845288326301121, 0.33708391936240806, 0.059306141584622864, 0.004688232536333802, 0.00023441162681669012]","[0.7067510548523432, 0.24167838724801133, 0.04805438349742162, 0.003047351148616971, 0.00023441162681669012, 0.00023441162681669012]"
129,3.157618377871603,"[0.004219409282700422, 0.043366150961087764, 0.21050164088139028, 0.4177215189873527, 0.27660571964369957, 0.04758556024378823]","[0.3539615564932104, 0.39732770745429985, 0.19362400375058791, 0.04828879512423831, 0.006094702297233942, 0.0007032348804500703]",gales,1.789076418190373,"[0.0766526019690577, 0.34130332864510865, 0.39943741209565015, 0.16080637599624997, 0.02156586966713549, 0.00023441162681669012]","[0.4357712142522386, 0.3781059540553305, 0.1500234411626818, 0.03234880450070321, 0.003516174402250351, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
27,3.157243319268696,"[0.003047351148616971, 0.04664791373652146, 0.22972339428035965, 0.39896858884201675, 0.2726207219878157, 0.04899203000468839]","[0.270042194092832, 0.39639006094703305, 0.22855133614627615, 0.08673230192217518, 0.017112048757618396, 0.0011720581340834506]",cares,1.9005625879043935,"[0.06774496015002364, 0.3063759962494204, 0.40225035161745054, 0.18987341772152072, 0.0325832161275199, 0.0011720581340834506]","[0.4109235818096684, 0.39099859353024896, 0.1523675574308488, 0.04008438818565407, 0.005391467416783872, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
164,3.1569620253165174,"[0.0, 0.03563056727613691, 0.22737927801219265, 0.4275668073136541, 0.2691045475855652, 0.04031879981247076]","[0.33145804031880727, 0.3764650726676136, 0.2090951711204901, 0.06938584153774044, 0.0121894045944679, 0.0014064697609001407]",rules,1.7655180496952967,"[0.07594936708860764, 0.33028598218472377, 0.4313173933427213, 0.1486169714017816, 0.013361462728551354, 0.00046882325363338024]","[0.46296296296297573, 0.38818565400844857, 0.12705110173464523, 0.020159399906235356, 0.0014064697609001407, 0.00023441162681669012]",patio,1.3914439756212211,"[0.11415846225972741, 0.4845288326301121, 0.33708391936240806, 0.059306141584622864, 0.004688232536333802, 0.00023441162681669012]","[0.7067510548523432, 0.24167838724801133, 0.04805438349742162, 0.003047351148616971, 0.00023441162681669012, 0.00023441162681669012]"
31,3.154617909048352,"[0.0007032348804500703, 0.03305203938115329, 0.1992498827941887, 0.45264885138304095, 0.27660571964369957, 0.03774027191748714]","[0.5070323488045152, 0.3239568682606729, 0.13572433192686312, 0.029301453352086233, 0.003281762775433661, 0.0007032348804500703]",steal,1.8881153305204277,"[0.06047819971870633, 0.29770276605720253, 0.40436005625880084, 0.2027660571964392, 0.03352086263478667, 0.0011720581340834506]","[0.7398030942334979, 0.1954992967651215, 0.05649320206282255, 0.007032348804500702, 0.0009376465072667605, 0.00023441162681669012]",irony,1.2665025785279205,"[0.1978434130332885, 0.4399906235349392, 0.3005157055790029, 0.05789967182372271, 0.003516174402250351, 0.00023441162681669012]","[0.6879981247070073, 0.2639474917955978, 0.04360056258790446, 0.003750586029067041, 0.00046882325363338024, 0.00023441162681669012]"
10,3.1541490857947183,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.38795124238163187, 0.3684950773558458, 0.18330989217065313, 0.04946085325832177, 0.010079699953117681, 0.0007032348804500703]",stare,1.9593061415846578,"[0.06258790436005655, 0.272386310360999, 0.40060947022973364, 0.21823722456634137, 0.04500703234880461, 0.0011720581340834506]","[0.6633849038912538, 0.24472573839662842, 0.07290201593999072, 0.01570557899671826, 0.003047351148616971, 0.00023441162681669012]",doily,1.1948429442100557,"[0.22550398499765906, 0.46249413970934233, 0.2555086732301966, 0.05250820440693878, 0.003750586029067041, 0.00023441162681669012]","[0.6111111111111298, 0.312939521800288, 0.06563525550867347, 0.009376465072667609, 0.0007032348804500703, 0.00023441162681669012]"
32,3.1535864978903567,"[0.004219409282700422, 0.04195968120018761, 0.21120487576184038, 0.4149085794655523, 0.28363806844820055, 0.04406938584153784]","[0.3647444913267786, 0.4261603375527539, 0.16291608063760027, 0.04149085794655422, 0.0039849976558837315, 0.0007032348804500703]",leans,1.8868729488983,"[0.06047819971870633, 0.3042662916080701, 0.4153774027191857, 0.19362400375058791, 0.025785278949835896, 0.00046882325363338024]","[0.4927332395686966, 0.3837318330989313, 0.10220346929207644, 0.01875293014533522, 0.002344116268166901, 0.00023441162681669012]",orbit,1.2667135489920547,"[0.1969057665260217, 0.4369432723863221, 0.29676511954993573, 0.06563525550867347, 0.003516174402250351, 0.00023441162681669012]","[0.7848101265823042, 0.19151429910923762, 0.02203469292076887, 0.0014064697609001407, 0.0, 0.00023441162681669012]"
42,3.1526722925457706,"[0.005157055789967182, 0.04758556024378823, 0.21800281293952467, 0.40623534927333443, 0.27660571964369957, 0.04641350210970477]","[0.267698077824665, 0.431551804969538, 0.22409751523675886, 0.06821378340365701, 0.007735583684950772, 0.0007032348804500703]",dates,1.8707923112986735,"[0.07055789967182387, 0.3087201125175874, 0.40600093764651773, 0.18729488982653703, 0.026722925457102652, 0.0007032348804500703]","[0.4378809188935889, 0.38631036099391497, 0.1394749179559303, 0.03305203938115329, 0.003047351148616971, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
30,3.1488748241913402,"[0.003047351148616971, 0.04664791373652146, 0.22972339428035965, 0.39896858884201675, 0.2726207219878157, 0.04899203000468839]","[0.3073136427566872, 0.38912330051571536, 0.21261134552274058, 0.07524613220815758, 0.014299109235818118, 0.0014064697609001407]",races,1.8921940928270373,"[0.06774496015002364, 0.3063759962494204, 0.40225035161745054, 0.18987341772152072, 0.0325832161275199, 0.0011720581340834506]","[0.45616502578529144, 0.3703703703703794, 0.1392405063291136, 0.030942334739803058, 0.003047351148616971, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
